Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,Price_per_Room,property_type
Balaclava,5/38 The Avenue,2,u,572500.0,S,hockingstuart,16/09/2017,3183,Southern Metropolitan,2952,6.4,Port Phillip City Council,286250.0,Unit
Balwyn,1/89 Balwyn Rd,3,t,1325000.0,VB,Jellis,16/09/2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,441666.6666666667,Townhouse
Balwyn,1/4 Birtles Ct,4,h,2220000.0,S,Jellis,16/09/2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,555000.0,House
Balwyn,20 Evelina St,6,h,2430000.0,SP,Marshall,16/09/2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,405000.0,House
Balwyn,1 Grosvenor Pde,3,h,1520000.0,VB,Marshall,16/09/2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,506666.6666666667,House
Balwyn,23 Nungerner St,3,h,2730000.0,S,Jellis,16/09/2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,910000.0,House
Balwyn North,1 Page St,3,h,2350000.0,S,Fletchers,16/09/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,783333.3333333334,House
Balwyn North,3/38 Severn St,2,u,905000.0,S,Nelson,16/09/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,452500.0,Unit
Beaumaris,19 Bolton St,5,h,3778000.0,S,Buxton,16/09/2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council,755600.0,House
Beaumaris,7 Haydens Rd,3,t,2030000.0,PI,Buxton,16/09/2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council,676666.6666666666,Townhouse
Bentleigh,4 Clairmont Av,4,h,2210000.0,S,Jellis,16/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,552500.0,House
Bentleigh,7 Lockwood St,4,h,1450000.0,PI,Buxton,16/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,362500.0,House
Bentleigh,43a McArthur St,4,t,1350000.0,S,Buxton,16/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,337500.0,Townhouse
Bentleigh,8A Pascoe Av,4,t,1665000.0,S,Buxton,16/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,416250.0,Townhouse
Bentleigh,2/5 South Av,2,u,462250.0,SP,Buxton,16/09/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,231125.0,Unit
Bentleigh East,8 Begg St,3,h,1150000.0,VB,Buxton,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,383333.3333333333,House
Bentleigh East,17 Bellevue Rd,4,h,1505000.0,S,Woodards,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,376250.0,House
Bentleigh East,43b Brosnan Rd,3,t,1220000.0,S,Jellis,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,406666.6666666667,Townhouse
Bentleigh East,892 Centre Rd,2,h,876000.0,S,buyMyplace,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,438000.0,House
Bentleigh East,15 Millis Av,4,h,1250000.0,VB,Buxton,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,312500.0,House
Bentleigh East,794 North Rd,4,h,1520000.0,S,Buxton,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,380000.0,House
Bentleigh East,3b Warwick St,4,t,1250000.0,VB,Buxton,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,312500.0,Townhouse
Bentleigh East,21 Yaralla Rd,3,h,1070000.0,VB,Jellis,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,356666.6666666667,House
Black Rock,3/20 Seaview Cr,2,u,822000.0,S,Ray,16/09/2017,3193,Southern Metropolitan,2866,17.3,Bayside City Council,411000.0,Unit
Blackburn,3 Anjaya Ct,3,h,1225000.0,S,Noel,16/09/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,408333.3333333333,House
Blackburn,15 Banksia St,4,h,1760000.0,S,Fletchers,16/09/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,440000.0,House
Blackburn,2 Furness St,5,h,1900000.0,VB,Jellis,16/09/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,380000.0,House
Blackburn,27 Gerald St,4,h,1850000.0,VB,Noel,16/09/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,462500.0,House
Blackburn,25 Jeffery St,4,h,2380000.0,SP,Ray,16/09/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,595000.0,House
Blackburn,352 Middleborough Rd,3,h,1040000.0,VB,Noel,16/09/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,346666.6666666667,House
Blackburn South,1A Constance St,3,t,862500.0,S,Jellis,16/09/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,287500.0,Townhouse
Blackburn South,152 Middleborough Rd,4,h,1100000.0,S,Ray,16/09/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,275000.0,House
Bonbeach,16B Newberry Av,4,t,1830000.0,S,hockingstuart,16/09/2017,3196,South-Eastern Metropolitan,2887,27.0,Kingston City Council,457500.0,Townhouse
Boronia,40 Allanfield Cr,3,h,700000.0,S,Fletchers,16/09/2017,3155,Eastern Metropolitan,9704,25.0,Knox City Council,233333.33333333334,House
Boronia,7 Beech Ct,3,h,800000.0,S,iTRAK,16/09/2017,3155,Eastern Metropolitan,9704,25.0,Knox City Council,266666.6666666667,House
Box Hill,45 Rose St,3,h,1725000.0,PI,Lindellas,16/09/2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,575000.0,House
Braybrook,6 Commerce St,3,h,865000.0,S,Douglas,16/09/2017,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,288333.3333333333,House
Braybrook,35 Shepherd St,3,h,840000.0,S,Douglas,16/09/2017,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,280000.0,House
Brighton,1 Airlie St,3,h,1342000.0,S,Marshall,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,447333.3333333333,House
Brighton,5/103 Dendy St,2,u,1105000.0,S,Buxton,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,552500.0,Unit
Brighton,3/58 Durrant St,3,t,1475000.0,S,Hodges,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,491666.6666666667,Townhouse
Brighton,3/25 Grosvenor St,3,t,1250000.0,VB,Jellis,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,416666.6666666667,Townhouse
Brighton,15 Lasswade Ct,3,t,1815000.0,S,Nick,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,605000.0,Townhouse
Brighton,1 Leonie Ct,3,t,1960000.0,PI,Buxton,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,653333.3333333334,Townhouse
Brighton,7 Oak Gr,4,h,2410000.0,S,Jellis,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,602500.0,House
Brighton,10/260 St Kilda St,3,u,982500.0,SP,Buxton,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,327500.0,Unit
Brighton,2/14 Young St,3,u,1800000.0,S,Buxton,16/09/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,600000.0,Unit
Brunswick,176 Albert St,2,h,911000.0,SP,Nelson,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,455500.0,House
Brunswick,402/33 Breese St,1,u,435000.0,SP,Nelson,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,435000.0,Unit
Brunswick,4/135 Brunswick Rd,2,t,640000.0,S,Stockdale,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,320000.0,Townhouse
Brunswick,2/339 Brunswick Rd,3,t,1030000.0,SP,Woodards,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,343333.3333333333,Townhouse
Brunswick,3/30 Cassels Rd,1,u,377000.0,S,Nelson,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,377000.0,Unit
Brunswick,7/39 Davies St,2,u,495000.0,SP,Nelson,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,247500.0,Unit
Brunswick,5 McPherson St,4,h,1820000.0,PI,Jellis,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,455000.0,House
Brunswick,4/827 Park St,2,u,697000.0,SP,Woodards,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,348500.0,Unit
Brunswick,4/831 Park St,1,u,170000.0,VB,Nelson,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,170000.0,Unit
Brunswick,2 Richardson St,3,h,1320000.0,S,Jellis,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,440000.0,House
Brunswick,11/37 Staley St,2,u,569000.0,S,Nelson,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,284500.0,Unit
Brunswick,6/139 Union St,2,u,513000.0,S,Nelson,16/09/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council,256500.0,Unit
Brunswick East,12 Dianella Wky,2,t,687500.0,S,Jellis,16/09/2017,3057,Northern Metropolitan,5533,4.0,Moreland City Council,343750.0,Townhouse
Brunswick East,8 Hamer St,2,h,1265000.0,S,Nelson,16/09/2017,3057,Northern Metropolitan,5533,4.0,Moreland City Council,632500.0,House
Brunswick East,33 Holmes St,2,h,950000.0,S,Nelson,16/09/2017,3057,Northern Metropolitan,5533,4.0,Moreland City Council,475000.0,House
Brunswick West,5/478 Albion St,2,u,395000.0,PI,Ray,16/09/2017,3055,Northern Metropolitan,7082,5.2,Moreland City Council,197500.0,Unit
Brunswick West,2/30 McLean St,2,h,465000.0,VB,Jellis,16/09/2017,3055,Northern Metropolitan,7082,5.2,Moreland City Council,232500.0,House
Bulleen,7 Helene St,4,h,1330000.0,S,Jellis,16/09/2017,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,332500.0,House
Bulleen,21 Millicent Av,4,h,1225000.0,VB,Jellis,16/09/2017,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,306250.0,House
Bundoora,54 Linacre Dr,5,h,1505000.0,S,Barry,16/09/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council,301000.0,House
Bundoora,1 Oxford Dr,4,h,730000.0,S,Ray,16/09/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council,182500.0,House
Burwood,9 Glengarry Av,5,h,1775000.0,S,Lindellas,16/09/2017,3125,Southern Metropolitan,5678,10.4,Monash City Council,355000.0,House
Burwood,12 Patterson Av,4,h,1702000.0,S,Buxton,16/09/2017,3125,Southern Metropolitan,5678,10.4,Monash City Council,425500.0,House
Burwood,2/16 Worrall St,3,t,901000.0,S,Buxton,16/09/2017,3125,Southern Metropolitan,5678,10.4,Monash City Council,300333.3333333333,Townhouse
Burwood East,6 Medhurst St,3,h,980000.0,S,Barry,16/09/2017,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,326666.6666666667,House
Camberwell,330/347 Camberwell Rd,2,u,580000.0,PI,hockingstuart,16/09/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,290000.0,Unit
Camberwell,19 Davis Av,6,h,2835000.0,SP,Noel,16/09/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,472500.0,House
Camberwell,1 Ellsworth Cr,3,t,1220000.0,PI,Jellis,16/09/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,406666.6666666667,Townhouse
Camberwell,1A Granville St,5,h,2650000.0,VB,Marshall,16/09/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,530000.0,House
Camberwell,31 Kasouka Rd,3,h,2770000.0,S,Marshall,16/09/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,923333.3333333334,House
Camberwell,9 Lofty Av,5,h,2450000.0,VB,Jellis,16/09/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,490000.0,House
Canterbury,23 Margaret St,4,h,2750000.0,S,Marshall,16/09/2017,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,687500.0,House
Carlton,24/75 Drummond St,2,u,612500.0,S,Nelson,16/09/2017,3053,Northern Metropolitan,6786,1.6,Melbourne City Council,306250.0,Unit
Carnegie,3/14 Arawatta St,2,t,798000.0,S,Ray,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,399000.0,Townhouse
Carnegie,61 Belsize Av,2,h,1441000.0,S,Jellis,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,720500.0,House
Carnegie,67 Belsize Av,3,h,1510000.0,S,Ray,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,503333.3333333333,House
Carnegie,25 Byron St,2,t,850000.0,S,Woodards,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,425000.0,Townhouse
Carnegie,121 Leila Rd,3,h,1500000.0,S,Woodards,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,500000.0,House
Carnegie,22A Mernda Av,3,h,1508000.0,S,Ray,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,502666.6666666667,House
Carnegie,4/27 Moonya Rd,4,t,900000.0,PI,Ray,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,225000.0,Townhouse
Carnegie,203/179 Neerim Rd,2,u,640000.0,S,Buxton,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,320000.0,Unit
Carnegie,1/10 Wanalta Rd,2,u,985000.0,S,Woodards,16/09/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,492500.0,Unit
Carrum Downs,40 Brumbys Rd,4,h,609000.0,S,Harcourts,16/09/2017,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council,152250.0,House
Carrum Downs,13/21 Brunnings Rd,3,u,420000.0,SP,O'Brien,16/09/2017,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council,140000.0,Unit
Carrum Downs,60 Carrington Cr,3,h,578000.0,S,Harcourts,16/09/2017,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council,192666.66666666666,House
Caulfield East,4/8 Derby Cr,2,h,710000.0,S,Thomson,16/09/2017,3145,Southern Metropolitan,608,8.4,Glen Eira City Council,355000.0,House
Caulfield North,2/65 Hawthorn Rd,2,u,520000.0,SP,Gary,16/09/2017,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council,260000.0,Unit
Caulfield North,97 Kambrook Rd,4,h,1835000.0,PI,Marshall,16/09/2017,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council,458750.0,House
Caulfield South,391B North Rd,3,t,1364000.0,S,Gary,16/09/2017,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council,454666.6666666667,Townhouse
Chadstone,2/29 Grandview Rd,4,t,1340000.0,S,Jellis,16/09/2017,3148,Southern Metropolitan,3582,11.7,Monash City Council,335000.0,Townhouse
Chelsea,33 Baxter Av,3,h,875000.0,S,Ray,16/09/2017,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,291666.6666666667,House
Chelsea,272 Station St,4,h,916500.0,S,Ray,16/09/2017,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,229125.0,House
Cheltenham,54 Benkel Av,4,h,920000.0,VB,O'Brien,16/09/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council,230000.0,House
Cheltenham,28 Elliott St,4,h,1165000.0,S,Nick,16/09/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council,291250.0,House
Cheltenham,38 Fairview Av,3,h,1201000.0,S,Ray,16/09/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council,400333.3333333333,House
Cheltenham,39 Farm Rd,3,h,910000.0,S,O'Brien,16/09/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council,303333.3333333333,House
Cheltenham,2 Stuart Av,4,h,1568500.0,S,hockingstuart,16/09/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council,392125.0,House
Cheltenham,45 Voltri St,4,h,1200000.0,SP,Buxton,16/09/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council,300000.0,House
Cheltenham,19/310 Warrigal Rd,2,u,460000.0,SP,Ray,16/09/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council,230000.0,Unit
Clarinda,2/34 Clarinda Rd,4,t,882000.0,S,C21,16/09/2017,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council,220500.0,Townhouse
Clayton,22 Burton Av,3,h,2950000.0,S,Darras,16/09/2017,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,983333.3333333334,House
Clayton,1/76 Scotsburn Av,3,u,810000.0,S,Buxton,16/09/2017,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,270000.0,Unit
Clayton South,51 Ester Cr,3,h,850000.0,S,C21,16/09/2017,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,283333.3333333333,House
Clayton South,1/9 Second St,3,u,632000.0,SP,Harcourts,16/09/2017,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,210666.66666666666,Unit
Clifton Hill,60 Alexandra Pde,4,h,1010000.0,PI,Nelson,16/09/2017,3068,Northern Metropolitan,2954,3.6,Yarra City Council,252500.0,House
Clifton Hill,5 Noone St,2,h,980000.0,S,Nelson,16/09/2017,3068,Northern Metropolitan,2954,3.6,Yarra City Council,490000.0,House
Coburg,42 Glengyle St,2,h,1055000.0,SP,Nelson,16/09/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council,527500.0,House
Coburg,3 Haig Av,4,h,1300000.0,VB,Nelson,16/09/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council,325000.0,House
Coburg,7 Kewarren Ct,4,h,975000.0,SP,Nelson,16/09/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council,243750.0,House
Coburg,2/22 Loch St,2,t,638000.0,S,Jellis,16/09/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council,319000.0,Townhouse
Coburg,9A Methven St,3,t,880000.0,S,Brad,16/09/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council,293333.3333333333,Townhouse
Coburg,117 Ohea St,3,h,1060000.0,S,Brad,16/09/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council,353333.3333333333,House
Coburg,1/39 Service St,2,t,620000.0,VB,hockingstuart,16/09/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council,310000.0,Townhouse
Coburg North,18 Newlands Rd,3,h,860000.0,VB,Nelson,16/09/2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council,286666.6666666667,House
Coburg North,9 Ryland St,3,h,841000.0,S,Peter,16/09/2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council,280333.3333333333,House
Coburg North,12 Smith St,3,h,796000.0,S,hockingstuart,16/09/2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council,265333.3333333333,House
Coburg North,25 Suvla Gr,4,h,1330000.0,S,Raine,16/09/2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council,332500.0,House
Collingwood,20 Mater St,3,h,1075000.0,S,Peter,16/09/2017,3066,Northern Metropolitan,4553,2.0,Yarra City Council,358333.3333333333,House
Collingwood,54 Mater St,3,h,1300000.0,S,Jellis,16/09/2017,3066,Northern Metropolitan,4553,2.0,Yarra City Council,433333.3333333333,House
Collingwood,382A Smith St,2,t,931000.0,S,Chambers,16/09/2017,3066,Northern Metropolitan,4553,2.0,Yarra City Council,465500.0,Townhouse
Craigieburn,25/1 Brunswick Cr,2,t,380000.0,S,hockingstuart,16/09/2017,3064,Northern Metropolitan,15510,20.6,Hume City Council,190000.0,Townhouse
Craigieburn,2 Ravenwoods Wy,3,h,492000.0,S,hockingstuart,16/09/2017,3064,Northern Metropolitan,15510,20.6,Hume City Council,164000.0,House
Croydon,6 Cheeseman St,3,h,840000.0,VB,McGrath,16/09/2017,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,280000.0,House
Croydon,76 Lusher Rd,3,h,885000.0,VB,Carter,16/09/2017,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,295000.0,House
Croydon,14 Venetian Ct,3,h,858000.0,S,RW,16/09/2017,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,286000.0,House
Dandenong,2/1 Clement St,2,u,435000.0,S,Hall,16/09/2017,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council,217500.0,Unit
Dandenong North,60 First Av,3,h,682000.0,S,O'Brien,16/09/2017,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,227333.33333333334,House
Dandenong North,38 Neasham Dr,4,h,685000.0,SP,Stockdale,16/09/2017,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,171250.0,House
Deer Park,35 Canterbury St,3,h,590000.0,PI,Bells,16/09/2017,3023,Western Metropolitan,6388,14.8,Brimbank City Council,196666.66666666666,House
Deer Park,1 Hovell St,3,h,629500.0,SA,HAR,16/09/2017,3023,Western Metropolitan,6388,14.8,Brimbank City Council,209833.33333333334,House
Deer Park,12 Hyde St,3,h,720000.0,S,HAR,16/09/2017,3023,Western Metropolitan,6388,14.8,Brimbank City Council,240000.0,House
Deer Park,18 Laming Rd,3,h,560000.0,S,Stockdale,16/09/2017,3023,Western Metropolitan,6388,14.8,Brimbank City Council,186666.66666666666,House
Delahey,34 Yeats Dr,3,h,510000.0,S,YPA,16/09/2017,3037,Western Metropolitan,2898,18.0,Brimbank City Council,170000.0,House
Dingley Village,32 Fernhill Dr,4,h,1281000.0,S,Buxton,16/09/2017,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,320250.0,House
Doncaster,4/30 Fromhold Dr,3,t,751000.0,S,McGrath,16/09/2017,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,250333.33333333334,Townhouse
Doncaster East,1a Damala St,3,u,925000.0,S,Jellis,16/09/2017,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,308333.3333333333,Unit
Doncaster East,6 Hope Ct,3,h,1205000.0,S,Barry,16/09/2017,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,401666.6666666667,House
Doncaster East,10 Rochelle Ct,5,h,1480000.0,PI,Jellis,16/09/2017,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,296000.0,House
Doncaster East,5 Ryder Ct,5,h,1330000.0,S,Parkes,16/09/2017,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,266000.0,House
Doveton,5 Hakea St,3,h,469000.0,SP,C21,16/09/2017,3177,South-Eastern Metropolitan,3533,28.8,Casey City Council,156333.33333333334,House
Doveton,8 Peppermint St,3,h,531000.0,SP,REMAX,16/09/2017,3177,South-Eastern Metropolitan,3533,28.8,Casey City Council,177000.0,House
Eaglemont,1/18 Cape St,2,u,570000.0,S,Purplebricks,16/09/2017,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,285000.0,Unit
Eltham,2 Andrews St,4,h,1085000.0,PI,Morrison,16/09/2017,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,271250.0,House
Eltham,119 Dalton St,3,h,915000.0,S,Fletchers,16/09/2017,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,305000.0,House
Eltham,92 Railway Pde,5,h,1450000.0,S,Morrison,16/09/2017,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,290000.0,House
Eltham,11 Thornton St,4,h,890000.0,S,Morrison,16/09/2017,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,222500.0,House
Elwood,6/31 Beach Av,2,u,735000.0,S,Buxton,16/09/2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,367500.0,Unit
Elwood,11 Joyce St,3,h,1800000.0,VB,Marshall,16/09/2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,600000.0,House
Elwood,15 Thackeray St,3,h,1890000.0,PI,Marshall,16/09/2017,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,630000.0,House
Endeavour Hills,275 Power Rd,3,h,710000.0,SP,Hodges,16/09/2017,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council,236666.66666666666,House
Endeavour Hills,4 Satterley Cl,4,h,642000.0,S,Stockdale,16/09/2017,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council,160500.0,House
Epping,10 Hastings Ct,3,h,600000.0,S,Love,16/09/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,200000.0,House
Epping,20 Orlit Ct,3,h,647000.0,S,HAR,16/09/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,215666.66666666666,House
Essendon,3/157 Deakin St,3,t,770000.0,VB,Nelson,16/09/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,256666.66666666666,Townhouse
Essendon,2/2 McCarron Pde,3,u,888000.0,PI,Nelson,16/09/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,296000.0,Unit
Essendon,50 Ogilvie St,3,h,1150000.0,S,Brad,16/09/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,383333.3333333333,House
Essendon North,5 Keam St,3,h,1235000.0,S,Brad,16/09/2017,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council,411666.6666666667,House
Essendon North,25 Prince St,3,u,1170000.0,S,Brad,16/09/2017,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council,390000.0,Unit
Fairfield,44 Separation St,4,h,1255000.0,S,McGrath,16/09/2017,3078,Northern Metropolitan,2970,5.7,Darebin City Council,313750.0,House
Fairfield,7 Separation St,3,h,1300000.0,SP,Love,16/09/2017,3078,Northern Metropolitan,2970,5.7,Darebin City Council,433333.3333333333,House
Fawkner,15 Dorothy St,3,h,680000.0,SP,Purplebricks,16/09/2017,3060,Northern Metropolitan,5070,13.1,Hume City Council,226666.66666666666,House
Fawkner,34 Stanford Cl,3,h,670000.0,VB,Nelson,16/09/2017,3060,Northern Metropolitan,5070,13.1,Hume City Council,223333.33333333334,House
Fawkner,1368 Sydney Rd,3,h,750000.0,S,Brad,16/09/2017,3060,Northern Metropolitan,5070,13.1,Hume City Council,250000.0,House
Fitzroy,14/150 Kerr St,2,u,648000.0,S,Nelson,16/09/2017,3065,Northern Metropolitan,5825,2.1,Yarra City Council,324000.0,Unit
Fitzroy,112 Leicester St,2,h,1260000.0,S,Harrington,16/09/2017,3065,Northern Metropolitan,5825,2.1,Yarra City Council,630000.0,House
Fitzroy,423 Napier St,4,h,3575000.0,S,Jellis,16/09/2017,3065,Northern Metropolitan,5825,2.1,Yarra City Council,893750.0,House
Fitzroy,359 Smith St,3,h,1325000.0,S,Woodards,16/09/2017,3065,Northern Metropolitan,5825,2.1,Yarra City Council,441666.6666666667,House
Fitzroy North,1/184 Barkly St,1,u,390000.0,SP,Jellis,16/09/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,390000.0,Unit
Fitzroy North,90 Bennett St,3,h,1400000.0,PI,McGrath,16/09/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,466666.6666666667,House
Fitzroy North,6/280 St Georges Rd,2,t,848000.0,SP,Nelson,16/09/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,424000.0,Townhouse
Flemington,5/30 Finsbury St,2,u,540000.0,S,Nelson,16/09/2017,3031,Northern Metropolitan,3593,3.4,Melbourne City Council,270000.0,Unit
Footscray,2/30 Eldridge St,2,u,316000.0,S,Sweeney,16/09/2017,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,158000.0,Unit
